Entity identifier,Entity names,nacionalidade,participação,idno-evento
ent_marcellonizzoli,Marcello Nizzoli,Itália (Nacionalidade),"(ev_0997)  Selecionado 
  ",ev_0997
ent_marcellvsl,Marcellvs L.,Brasil (Nacionalidade),"(ev_2177)  Convidado 
  ",ev_2177
ent_marcelmaeyer,Marcel Maeyer,Bélgica (Nacionalidade),"(ev_1512)  Representação Nacional 
 > Bélgica ",ev_1512
ent_marcelmorel,Marcel Morel,República Dominicana (Nacionalidade),"(ev_1522)  Representação Nacional 
 > República Dominicana  (Eventos➔16 Bienal de São Paulo➔Núcleo I➔Vetor B-3 (Artistas Divergentes) )",ev_1522
ent_marceloaflalo,Marcelo Aflalo,,"(ev_1929)   
  ",ev_1929; ev_2143; ev_2191; ev_2191; ev_2191
ent_marceloaguirre,Marcelo Aguirre,Equador (Nacionalidade),"(ev_1628)  Representação Nacional 
 > Equador  (Eventos➔19 Bienal de São Paulo➔Exposição Geral ); (ev_1749)  Representação Nacional 
 > Equador ",ev_1628; ev_1749
ent_marceloantoniazzi,Marcelo Antoniazzi,Brasil (Nacionalidade),"(ev_0725)  Selecionado 
  ",ev_0725
ent_marcelobonevardi,Marcelo Bonevardi,Argentina (Nacionalidade),"(ev_1259)  Representação Nacional 
 > Argentina ; (ev_0725)   
  ; (ev_1512)  Homenageado 
   (Eventos➔15 Bienal de São Paulo➔Sala Especial: Premiados em Edições Anteriores )",ev_1259; ev_0725; ev_1512; ev_1259
ent_marcelocallau,Marcelo Callau,Bolívia (Nacionalidade),"(ev_1500)  Representação Nacional 
 > Bolívia ",ev_1500
ent_marcelocarnaval,Marcelo Carnaval,,"(ev_0832)  Convidado 
  ",ev_0832
ent_marcelocidade,Marcelo Cidade,Brasil (Nacionalidade),"(ev_2177)  Convidado 
  ",ev_2177
ent_marcelocipis,Marcelo Cipis,Brasil (Nacionalidade),"(ev_1649)  Convidado 
   (Eventos➔20 Bienal de São Paulo➔Evento Especial➔Arte em Jornal ); (ev_1722)  Selecionado 
   (Eventos➔21 Bienal de São Paulo➔Projetos Individuais )",ev_1649; ev_1722
ent_marcelocoutinho,Marcelo Coutinho,Brasil (Nacionalidade),"(ev_2241)  Convidado 
  ",ev_2241
ent_marcelodenbach,Marcel Odenbach,República Federal da Alemanha (Nacionalidade),"(ev_1578)  Representação Nacional 
 > República Federal da Alemanha  (Eventos➔18 Bienal de São Paulo➔Exposições Especiais➔Vídeoarte - Uma Comunicação Criativa ); (ev_1628)  Convidado 
   (Eventos➔19 Bienal de São Paulo➔Videoteca➔Vídeo-Arte ); (ev_2033)  Representação Nacional 
 > Venezuela  (Eventos➔25 Bienal de São Paulo➔Cidades➔Caracas )",ev_1578; ev_1628; ev_2033; ev_2033
ent_marcelofragelli,Marcelo Fragelli,Brasil (Nacionalidade),"(ev_0997)  Selecionado 
  ; (ev_1052)  Selecionado 
   (Eventos➔06 Bienal de São Paulo➔06 Exposição Internacional de Arquitetura ); (ev_1175)  Selecionado 
  ",ev_0997; ev_1052; ev_1175; ev_1052; ev_1175
ent_marcelogomes,Marcelo Gomes,Brasil (Nacionalidade),"(ev_2130)  Convidado 
  ",ev_2130
ent_marcelograssmann,Marcelo Grassmann,Brasil (Nacionalidade),"(ev_0935)  Selecionado 
   (Eventos➔01 Bienal de São Paulo➔Seção Geral ); (ev_0954)  Selecionado 
   (Eventos➔02 Bienal de São Paulo➔Sala Geral ); (ev_0983)  Selecionado 
   (Eventos➔03 Bienal de São Paulo➔Sala Geral ); (ev_1022)  Selecionado 
   (Eventos➔05 Bienal de São Paulo➔Sala Geral ); (ev_1052)  Convidado 
   (Eventos➔06 Bienal de São Paulo➔Sala Especial: Marcelo Grassmann ); (ev_1226)  Isento de Júri 
   (Eventos➔09 Bienal de São Paulo➔Sala Geral ); (ev_1259)  Selecionado 
   (Eventos➔10 Bienal de São Paulo➔Sala Especial: Arte Mágica, Fantástica e Surrealista ); (ev_1415)  Selecionado 
  ; (ev_1512)  Homenageado 
   (Eventos➔15 Bienal de São Paulo➔Sala Especial: Premiados em Edições Anteriores ); (ev_1645)  Selecionado 
  ; (ev_1578)  Homenageado 
   (Eventos➔18 Bienal de São Paulo➔Exposições Especiais➔Expressionismo no Brasil - Heranças e Afinidades ); (ev_1746)  Selecionado 
  ; (ev_0680)   
  ; (ev_0661)   
  ; (ev_2252)  Convidado 
  ",ev_0954; ev_0935; ev_0983; ev_1022; ev_1052; ev_1226; ev_1259; ev_1415; ev_1512; ev_1645; ev_1578; ev_1746; ev_0680; ev_0935; ev_0954; ev_0983; ev_1022; ev_1226; ev_0661; ev_2252; ev_1649
ent_marcelolarrain,Marcelo Larraín,Chile (Nacionalidade),"(ev_1628)  Representação Nacional 
 > Chile  (Eventos➔19 Bienal de São Paulo➔Exposição Geral )",ev_1628
ent_marceloleonidecerqu,Marcelo Leoni de Cerqueira,Brasil (Nacionalidade),"(ev_1469)  Selecionado 
  ",ev_1469
ent_marcelonorbertskahn,Marcelo Norberto S. Kahns,Brasil (Nacionalidade),"(ev_1259)  Selecionado 
   (Eventos➔10 Bienal de São Paulo➔Sala Especial: Novos Valores Brasileiros )",ev_1259
ent_marceloreginato,Marcelo Reginato,Brasil (Nacionalidade),"(ev_1628)  Convidado 
   (Eventos➔19 Bienal de São Paulo➔Exposições Especiais➔Em Busca da Essência - Elementos de Redução na Arte Brasileira )",ev_1628
ent_marceloregua,Marcelo Régua,,"(ev_0832)  Convidado 
  ",ev_0832
ent_marcelormachado,Marcelo R. Machado,Brasil (Nacionalidade),"(ev_1522)  Convidado 
   (Eventos➔16 Bienal de São Paulo➔Núcleo I )",ev_1522
ent_marceloroberto,Marcelo Roberto,Brasil (Nacionalidade),"(ev_0997)  Selecionado 
  ",ev_0997
ent_marcelorodrigues,Marcelo Rodrigues,Brasil (Nacionalidade),"(ev_2253)  Convidado 
  ",ev_2253
ent_marcelorosenbaum,Marcelo Rosenbaum,Brasil (Nacionalidade),"(ev_2026)  Selecionado 
  ",ev_2026
ent_marcelosilveira,Marcelo Silveira,Brasil (Nacionalidade),"(ev_2230)  Convidado 
   (Eventos➔29 Bienal de São Paulo➔Terreiro: Lembrança e Esquecimento )",ev_2230
ent_marcelosola,Marcelo Solá,Brasil (Nacionalidade),"(ev_2033)  Convidado 
  ",ev_2033
ent_marcelovasconcellos,Marcelo Vasconcellos,,"(ev_1729)   
  ",ev_1729
ent_marcelovilela,Marcelo Vilela,Brasil (Nacionalidade),"(ev_1226)  Selecionado 
   (Eventos➔09 Bienal de São Paulo➔Sala Geral )",ev_1226
ent_marcelpokorny,Marcel Pokorny,Tchecoslováquia (Nacionalidade),"(ev_1052)  Representação Nacional 
 > Tchecoslováquia  (Eventos➔06 Bienal de São Paulo➔03 Bienal de Artes Plásticas do Teatro )",ev_1052
ent_marcelponcet,Marcel Poncet,Suíça (Nacionalidade),"(ev_0954)  Representação Nacional 
 > Suíça  (Eventos➔02 Bienal de São Paulo➔Sala Geral )",ev_0954
ent_marcferrez,Marc Ferrez,Brasil (Nacionalidade),"(ev_1645)  Selecionado 
  ",ev_1645
ent_marciaabujamra,Marcia Abujamra,Brasil (Nacionalidade),"(ev_1722)  Selecionado 
   (Eventos➔21 Bienal de São Paulo➔Teatro )",ev_1722
ent_marciafoletto,Márcia Foletto,,"(ev_0832)  Convidado 
  ",ev_0832
ent_marciagrostein,Marcia Grostein,Brasil (Nacionalidade),"(ev_1628)  Representação Nacional 
 > Brasil  (Eventos➔19 Bienal de São Paulo➔Exposição Geral ); (ev_1746)  Selecionado 
  ; (ev_1749)  Convidado 
  ",ev_1628; ev_1746; ev_1749
ent_marciahelenademange,Marcia Helena Demange,Brasil (Nacionalidade),"(ev_1259)  Selecionado 
   (Eventos➔10 Bienal de São Paulo➔Sala Especial: Novos Valores Brasileiros ); (ev_1322)  Convidado 
   (Eventos➔11 Bienal de São Paulo➔Sala Especial: Proposições ); (ev_0725)  Convidado 
  ; (ev_1387)  Selecionado 
   (Eventos➔12 Bienal de São Paulo➔Projetos de Arte e Comunicação ); (ev_1500)  Selecionado 
  ",ev_1259; ev_1322; ev_0725; ev_1387; ev_1500; ev_1259; ev_1322
ent_marcialemiliosjavale,Marcial Emílio Schoborgh Javalera,República Dominicana (Nacionalidade),"(ev_0935)  Representação Nacional 
 > República Dominicana  (Eventos➔01 Bienal de São Paulo➔Seção Geral )",ev_0935
ent_marciasimoes,Márcia Simões,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_marcibarrodoamara,Márcia Barroso do Amaral,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_marcioantonon,Marcio Antonon,Brasil (Nacionalidade),"(ev_1649)  Convidado 
   (Eventos➔20 Bienal de São Paulo➔Evento Especial➔Atelier Aberto )",ev_1649
ent_marciodoamaral,Marcio do Amaral,Brasil (Nacionalidade),"(ev_1469)  Inscrição Espontânea 
  ",ev_1469
ent_marciogranado,Marcio Granado,Brasil (Nacionalidade),"(ev_1476)  Selecionado 
  ",ev_1476
ent_marciomattar,Márcio Mattar,Brasil (Nacionalidade),"(ev_1175)  Selecionado 
   (Eventos➔08 Bienal de São Paulo➔Sala Geral ); (ev_1226)  Selecionado 
   (Eventos➔09 Bienal de São Paulo➔Sala Geral ); (ev_1645)  Representação Nacional 
 > Brasil ",ev_1175; ev_1226; ev_1645
ent_marciomazza,Marcio Mazza,Brasil (Nacionalidade),"(ev_1387)  Selecionado 
   (Eventos➔12 Bienal de São Paulo➔Exposição de Fotografias Artísticas ); (ev_1413)  Selecionado 
  ; (ev_1469)   
  ",ev_1387; ev_1413; ev_1469; ev_1387
ent_marciopercivaalvespi,Marcio Percival Alves Pinto,Brasil (Nacionalidade),"(ev_1226)  Selecionado 
   (Eventos➔09 Bienal de São Paulo➔Sala Geral )",ev_1226
ent_marciosampaio,Márcio Sampaio,Brasil (Nacionalidade),"(ev_1226)  Selecionado 
   (Eventos➔09 Bienal de São Paulo➔Sala Geral ); (ev_1645)  Selecionado 
  ",ev_1413; ev_1226; ev_1645
ent_marciosilane,Márcio Silane,,"(ev_0832)  Convidado 
  ",ev_0832
ent_marciusgalan,Marcius Galan,Estados Unidos (Nacionalidade),"(ev_2230)  Convidado 
   (Eventos➔29 Bienal de São Paulo➔Terreiro: A Pele do Invisível ); (ev_2252)  Convidado 
  ",ev_2230; ev_2252
ent_marclaffineur,Marc Laffineur,Bélgica (Nacionalidade),"(ev_1175)  Representação Nacional 
 > Bélgica  (Eventos➔08 Bienal de São Paulo➔Sala Geral )",ev_1175
ent_marclatamie,Marc Latamie,Martinica (Nacionalidade),"(ev_1796)  Representação Nacional 
 > Martinica  (Eventos➔23 Bienal de São Paulo➔Sala Geral )",ev_1796
ent_marcmaet,Marc Maet,Bélgica (Nacionalidade),"(ev_1628)  Representação Nacional 
 > Bélgica  (Eventos➔19 Bienal de São Paulo➔Exposição Geral )",ev_1628
ent_marcmendelson,Marc Mendelson,Bélgica (Nacionalidade),"(ev_0935)  Representação Nacional 
 > Bélgica  (Eventos➔01 Bienal de São Paulo➔Seção Geral ); (ev_0954)  Representação Nacional 
 > Bélgica  (Eventos➔02 Bienal de São Paulo➔Sala Geral )",ev_0954; ev_0935
ent_marcoantoniolima,Marco Antonio Lima,Brasil (Nacionalidade),"(ev_1722)  Selecionado 
   (Eventos➔21 Bienal de São Paulo➔Teatro )",ev_1722
ent_marcoaugustoquiroa,Marco Augusto Quiroa,Guatemala (Nacionalidade),"(ev_1175)  Representação Nacional 
 > Guatemala  (Eventos➔08 Bienal de São Paulo➔Sala Geral ); (ev_1259)  Representação Nacional 
 > Guatemala ",ev_1175; ev_1259
ent_marcoaurelioquiroa,Marco Aurelio Quiroa,Guatemala (Nacionalidade),"(ev_1127)  Representação Nacional 
 > Guatemala  (Eventos➔07 Bienal de São Paulo➔Sala Geral )",ev_1127
ent_marcobagnoli,Marco Bagnoli,Itália (Nacionalidade),"(ev_1522)  Representação Nacional 
 > Itália  (Eventos➔16 Bienal de São Paulo➔Núcleo I )",ev_1522
ent_marcobejar,Marco Bejar,Bulgária (Nacionalidade),"(ev_1052)  Representação Nacional 
 > Bulgária ",ev_1052
ent_marcocostantini,Marco Costantini,Itália (Nacionalidade),"(ev_0935)  Selecionado 
   (Eventos➔01 Bienal de São Paulo➔Seção Geral )",ev_0935
ent_marcodovalle,Marco do Valle,Brasil (Nacionalidade),"(ev_1649)  Convidado 
   (Eventos➔20 Bienal de São Paulo➔Artistas Nacionais/Artistas Brasileiros )",ev_1649
ent_marcoernesto,Marco Ernesto,Panamá (Nacionalidade),"(ev_1052)  Representação Nacional 
 > Panamá ",ev_1052
ent_marcofusinato,Marco Fusinato,Austrália (Nacionalidade),"(ev_2241)  Convidado 
  ",ev_2241
ent_marcolinovaccari,Marcolino Vaccari,,"(ev_1370)  Selecionado 
  ",ev_1370
ent_marcomaggi,Marco Maggi,Uruguai (Nacionalidade),"(ev_2033)  Representação Nacional 
 > Uruguai ",ev_2033
ent_marcosbenjamin,Marcos Coelho Benjamim,Brasil (Nacionalidade),"(ev_1387)  Selecionado 
  ; (ev_1649)  Representação Nacional 
 > Brasil  (Eventos➔20 Bienal de São Paulo➔Artistas Nacionais/Artistas Brasileiros ); (ev_1722)  Selecionado 
   (Eventos➔21 Bienal de São Paulo➔Projetos Coletivos ); (ev_1746)   
  ",ev_1387; ev_1649; ev_1722; ev_1746; ev_1649
ent_marcosbonisson,Marcos Bonisson,Brasil (Nacionalidade),"(ev_2177)  Convidado 
  ",ev_2177
ent_marcoscarneirdemendo,Marcos Carneiro de Mendonça,Brasil (Nacionalidade),"(ev_1476)  Selecionado 
   (Eventos➔14 Bienal de São Paulo➔Proposições Contemporâneas )",ev_1476
ent_marcoscastillo,Marcos Castillo,Venezuela (Nacionalidade),"(ev_0983)  Representação Nacional 
 > Venezuela  (Eventos➔03 Bienal de São Paulo➔Sala Geral )",ev_0983
ent_marcoschaves,Marcos Chaves,Brasil (Nacionalidade),"(ev_2033)  Convidado 
  ",ev_2033
ent_marcosconcilio,Marcos Concílio,Brasil (Nacionalidade),"(ev_0725)  Selecionado 
  ; (ev_1438)  Selecionado 
  ",ev_0725; ev_1438
ent_marcosdasilvaprado,Marcos da Silva Prado,Brasil (Nacionalidade),"(ev_0725)  Selecionado 
  ",ev_0725
ent_marcosdeazevedo,Marcos de Azevedo Acayaba,,"(ev_1823)   
  ",ev_1823
ent_marcosflaksman,Marcos Flaksman,Brasil (Nacionalidade),"(ev_1259)  Selecionado 
  ",ev_1259
ent_marcosgama,Marcos Gama,Brasil (Nacionalidade),"(ev_1469)  Inscrição Espontânea 
  ",ev_1469
ent_marcosissa,Marcos Issa,,"(ev_0832)  Convidado 
  ",ev_0832
ent_marcoskondernetto,Marcos Konder,Brasil (Nacionalidade),"(ev_1052)  Selecionado 
   (Eventos➔06 Bienal de São Paulo➔06 Exposição Internacional de Arquitetura )",ev_1052; ev_1052
ent_marcoskurtycz,Marcos Kurtycz,México (Nacionalidade),"(ev_1522)  Representação Nacional 
 > México  (Eventos➔16 Bienal de São Paulo➔Núcleo I )",ev_1522
ent_marcoslepper,Marcos Lepper,Brasil (Nacionalidade),"(ev_1746)  Selecionado 
  ",ev_1746
ent_marcosloraread,Marcos Lora Read,República Dominicana (Nacionalidade),"(ev_1749)  Representação Nacional 
 > República Dominicana ",ev_1749
ent_marcosmazzoni,Marcos Mazzoni,Brasil (Nacionalidade),"(ev_1387)  Selecionado 
  ",ev_1387
ent_marcosmolineroca,Marcos Molinero Cardenal,Espanha (Nacionalidade),"(ev_1226)  Representação Nacional 
 > Espanha  (Eventos➔09 Bienal de São Paulo➔Sala Geral )",ev_1226
ent_marcospinto,Marcos Pinto,Brasil (Nacionalidade),"(ev_1469)  Inscrição Espontânea 
  ",ev_1469
ent_marcosrodolfosch,Marcos Rodolfo Schmidt,Brasil (Nacionalidade),"(ev_0725)  Selecionado 
  ",ev_0725
ent_marcosrosenzvaig,Marcos Rosenzvaig,Brasil (Nacionalidade),"(ev_1413)  Selecionado 
  ; (ev_1469)   
  ",ev_1413; ev_1469
ent_marcosschmidt,Marcos Schmidt,Brasil (Nacionalidade),"(ev_1259)  Selecionado 
   (Eventos➔10 Bienal de São Paulo➔Sala Especial: Novos Valores Brasileiros )",ev_1259
ent_marcossilva,Marcos Silva,Brasil (Nacionalidade),"(ev_1226)  Selecionado 
   (Eventos➔09 Bienal de São Paulo➔Sala Geral )",ev_1226
ent_marcostuliorezende,Marcos Túlio Rezende,Brasil (Nacionalidade),"(ev_1387)  Selecionado 
  ",ev_1387
ent_marcoszacariades,Marcos Zacariades,Brasil (Nacionalidade),"(ev_1522)  Convidado 
   (Eventos➔16 Bienal de São Paulo➔Núcleo I )",ev_1522
ent_marcozanuso,Marco Zanuso,Brasil (Nacionalidade),"(ev_0997)  Selecionado 
  ",ev_0997
ent_marcsaintsaens,Marc Saint Saens,França (Nacionalidade),"(ev_0997)  Representação Nacional 
 > França  (Eventos➔04 Bienal de São Paulo➔Sala Geral )",ev_0997
ent_marctrivier,Marc Trivier,Bélgica (Nacionalidade),"(ev_1649)  Representação Nacional 
 > Bélgica  (Eventos➔20 Bienal de São Paulo➔Exposição Internacional )",ev_1649
ent_marcusdorio,Marcus do Rio,Brasil (Nacionalidade),"(ev_1522)  Convidado 
   (Eventos➔16 Bienal de São Paulo➔Núcleo I )",ev_1522
ent_marcusfrancisco,Marcus Francisco,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_marcusjussieumaiafig,Marcus Jussieu Maia Figueiredo,Brasil (Nacionalidade),"(ev_1413)  Selecionado 
  ; (ev_1469)   
  ",ev_1413; ev_1469
ent_marekchlanda,Marek Chlanda,Polônia (Nacionalidade),"(ev_1522)  Convidado 
   (Eventos➔16 Bienal de São Paulo➔Núcleo I ); (ev_1749)  Representação Nacional 
 > Polônia ",ev_1522; ev_1749
ent_marekkarewicz,Marek Karewicz,Polônia (Nacionalidade),"(ev_1226)  Representação Nacional 
 > Polônia ",ev_1226
ent_marepe,Marepe,Brasil (Nacionalidade),"(ev_2033)  Convidado 
  ; (ev_2177)  Convidado 
  ",ev_2033; ev_2177
ent_margaretlisetteborn,Margaret Lisette Born,Brasil (Nacionalidade),"(ev_0725)  Selecionado 
  ",ev_0725
ent_margaretpetterson,Margaret Petterson,Canadá (Nacionalidade),"(ev_1127)  Representação Nacional 
 > Canadá  (Eventos➔07 Bienal de São Paulo➔Sala Geral )",ev_1127
ent_margaretspence,Margaret Spence,Estados Unidos (Nacionalidade),"(ev_0935)  Selecionado 
   (Eventos➔01 Bienal de São Paulo➔Seção Geral )",ev_0935
ent_margaridamariaweish,Margarida Maria Weisheimer,Brasil (Nacionalidade),"(ev_0725)  Selecionado 
  ",ev_0725
ent_margaritafuscaldo,Margarita Fuscaldo,Costa Rica (Nacionalidade),"(ev_1387)  Representação Nacional 
 > Costa Rica ",ev_1387
ent_margaritamartinez,Margarita Martínez,El Salvador (Nacionalidade),"(ev_1578)  Representação Nacional 
 > El Salvador  (Eventos➔18 Bienal de São Paulo➔Núcleo I )",ev_1578
ent_margaritamorselli,Margarita Morselli,Paraguai (Nacionalidade),"(ev_1578)  Representação Nacional 
 > Paraguai  (Eventos➔18 Bienal de São Paulo➔Núcleo I )",ev_1578; ev_2033
ent_margaritamortarotti,Margarita Mortarotti,Brasil (Nacionalidade),"(ev_1052)  Selecionado 
  ",ev_1052
ent_margaritamukoseeva,Margarita Mukoseeva,União Soviética (Nacionalidade),"(ev_1226)  Representação Nacional 
 > União Soviética  (Eventos➔09 Bienal de São Paulo➔Sala Geral )",ev_1226
ent_margaritapaksa,Margarita Paksa,Argentina (Nacionalidade),"(ev_1578)  Representação Nacional 
 > Argentina  (Eventos➔18 Bienal de São Paulo➔Exposições Especiais➔Vídeoarte - Uma Comunicação Criativa )",ev_1578
ent_margheritamanzelli,Margherita Manzelli,Itália (Nacionalidade),"(ev_2033)  Representação Nacional 
 > Itália ",ev_2033
ent_margitballa,Margit Balla,Hungria (Nacionalidade),"(ev_1512)  Representação Nacional 
 > Hungria ",ev_1512
ent_margolewers,Margo Lewers,Austrália (Nacionalidade),"(ev_1052)  Representação Nacional 
 > Austrália ",ev_1052
ent_margotcarneiro,Margot Carneiro,Brasil (Nacionalidade),"(ev_1469)  Inscrição Espontânea 
  ",ev_1469
ent_margotdelgado,Margot Delgado,,"(ev_1596)  Convidado 
  ",ev_1596
ent_margotfanjul,Margot Fanjul,Guatemala (Nacionalidade),"(ev_1259)  Representação Nacional 
 > Guatemala  (Eventos➔10 Bienal de São Paulo➔Sala Especial: Margot Fanjul ); (ev_1387)  Representação Nacional 
 > Guatemala ",ev_1259; ev_1387; ev_1259
ent_margotromer,Margot Romer,Venezuela (Nacionalidade),"(ev_1387)  Representação Nacional 
 > Venezuela ; (ev_1522)  Representação Nacional 
 > Venezuela  (Eventos➔16 Bienal de São Paulo➔Núcleo I➔Vetor B-3 (Artistas Divergentes) )",ev_1387; ev_1522
ent_margretbilger,Margret Bilger,Áustria (Nacionalidade),"(ev_0983)  Representação Nacional 
 > Áustria  (Eventos➔03 Bienal de São Paulo➔Sala Geral )",ev_0983
ent_margretesorensen,Margrete Sorensen,Dinamarca (Nacionalidade),"(ev_1628)  Representação Nacional 
 > Dinamarca  (Eventos➔19 Bienal de São Paulo➔Exposição Geral )",ev_1628
ent_margueritewyke,Marguerite Wyke,Trinidad e Tobago (Nacionalidade),"(ev_1175)  Representação Nacional 
 > Trinidad e Tobago  (Eventos➔08 Bienal de São Paulo➔Sala Geral ); (ev_1438)  Representação Nacional 
 > Trinidad e Tobago ",ev_1175; ev_1438
ent_maria-nelaboan,Maria-Nela Boan,Cuba (Nacionalidade),"(ev_1649)  Selecionado 
  ",ev_1649
ent_mariaalbernaz,Maria Albernaz,Brasil (Nacionalidade),"(ev_1438)  Selecionado 
  ; (ev_1476)  Selecionado 
   (Eventos➔14 Bienal de São Paulo➔Proposições Contemporâneas )",ev_1438; ev_1476
ent_mariaamagni,Maria A. Magni,Itália (Nacionalidade),"(ev_1522)  Convidado 
   (Eventos➔16 Bienal de São Paulo➔Núcleo I )",ev_1522
ent_mariaamelicarvadasil,Maria Amélia Carvalheira da Silva,Portugal (Nacionalidade),"(ev_0935)  Representação Nacional 
 > Portugal  (Eventos➔01 Bienal de São Paulo➔Seção Geral )",ev_0935
ent_mariaandreu,Maria Andreu,França (Nacionalidade),"(ev_0997)  Representação Nacional 
 > França ",ev_0997
ent_mariaanto,Maria Anto,Polônia (Nacionalidade),"(ev_1127)  Representação Nacional 
 > Polônia  (Eventos➔07 Bienal de São Paulo➔Sala Geral )",ev_1127
ent_mariaantonieasouza,Maria Antonieta A. Souza Barros,Brasil (Nacionalidade),"(ev_0725)  Selecionado 
  ",ev_0725
ent_mariaapareroncodasil,Maria Aparecida Roncon da Silva,Brasil (Nacionalidade),"(ev_1469)  Inscrição Espontânea 
  ",ev_1469
ent_mariaargentinabibas,Maria Argentina Bibas,Brasil (Nacionalidade),"(ev_1259)  Selecionado 
   (Eventos➔10 Bienal de São Paulo➔Concurso de Cartazes )",ev_1259; ev_1259
ent_mariaaugustacambara,Maria Augusta Cambará,,"(ev_1311)  Selecionado 
  ",ev_1311
ent_mariaauxiliadora,Maria Auxiliadora,,"(ev_1645)   
  ",ev_1645
ent_mariabandeira,Maria Bandeira,Brasil (Nacionalidade),"(ev_1469)  Inscrição Espontânea 
  ",ev_1469
ent_mariabeatriscaruso,Maria Beatris Caruso,Brasil (Nacionalidade),"(ev_0725)  Selecionado 
  ",ev_0725
ent_mariabiljan-bilger,Maria Biljan-Bilger,Áustria (Nacionalidade),"(ev_0954)  Representação Nacional 
 > Áustria  (Eventos➔02 Bienal de São Paulo➔Sala Geral ); (ev_1022)  Representação Nacional 
 > Áustria  (Eventos➔05 Bienal de São Paulo➔Sala Geral ); (ev_1127)  Representação Nacional 
 > Áustria  (Eventos➔07 Bienal de São Paulo➔Sala Especial: Tapeçarias da Áustria )",ev_0954; ev_1022; ev_1127
ent_mariabonomi,Maria Bonomi,Brasil (Nacionalidade),"(ev_0983)  Selecionado 
   (Eventos➔03 Bienal de São Paulo➔Sala Geral ); (ev_1022)  Selecionado 
   (Eventos➔05 Bienal de São Paulo➔Sala Geral ); (ev_1127)  Selecionado 
   (Eventos➔07 Bienal de São Paulo➔Sala Geral ); (ev_1175)  Selecionado 
  ; (ev_1226)  Isento de Júri 
   (Eventos➔09 Bienal de São Paulo➔Sala Geral ); (ev_1387)  Homenageado 
   (Eventos➔12 Bienal de São Paulo➔Sala dos Premiados ); (ev_1512)  Homenageado 
   (Eventos➔15 Bienal de São Paulo➔Sala Especial: Premiados em Edições Anteriores ); (ev_1645)  Selecionado 
  ; (ev_1649)  Convidado 
   (Eventos➔20 Bienal de São Paulo➔Evento Especial➔Arte em Jornal ); (ev_1746)  Selecionado 
  ; (ev_0661)   
  ",ev_1476; ev_1500; ev_0983; ev_1022; ev_1127; ev_1175; ev_1226; ev_1387; ev_1512; ev_1645; ev_1649; ev_1746; ev_1022; ev_1127; ev_1175; ev_0661; ev_1649
ent_mariacarmedequeir,Maria Carmen,Brasil (Nacionalidade),"(ev_1175)  Selecionado 
   (Eventos➔08 Bienal de São Paulo➔Sala Geral ); (ev_1259)  Selecionado 
   (Eventos➔10 Bienal de São Paulo➔Sala Especial: Novos Valores Brasileiros ); (ev_1746)  Selecionado 
  ",ev_1175; ev_1259; ev_1746
ent_mariacarmeportedesos,Maria Carmen Portela de Sosa,Argentina (Nacionalidade),"(ev_0935)  Selecionado 
   (Eventos➔01 Bienal de São Paulo➔Seção Geral ); (ev_1175)  Selecionado 
   (Eventos➔08 Bienal de São Paulo➔Sala Geral )",ev_0935; ev_1175
ent_mariaceciliaman,Maria Cecilia Manuel-Gismondi,Brasil (Nacionalidade),"(ev_1052)  Selecionado 
  ",ev_1052
ent_mariaceliaamadoca,Maria Célia Amado Calmon,Brasil (Nacionalidade),"(ev_1022)  Selecionado 
   (Eventos➔05 Bienal de São Paulo➔Sala Geral )",ev_1022
ent_mariacelinasimon,Maria Celina Simon,Brasil (Nacionalidade),"(ev_0997)  Representação Nacional 
 > Brasil  (Eventos➔04 Bienal de São Paulo➔01 Bienal de Artes Plásticas do Teatro )",ev_0997
ent_mariacristinmolinas,Maria Cristina Molina Salas,Argentina (Nacionalidade),"(ev_1022)  Representação Nacional 
 > Argentina  (Eventos➔05 Bienal de São Paulo➔Sala Geral )",ev_1022
ent_mariacristinpedrosa,Maria Cristina Pedrosa Miranda,Brasil (Nacionalidade),"(ev_0725)  Selecionado 
  ",ev_0725
ent_mariadaconcemanso,Maria da Conceição Manso Sayão,Brasil (Nacionalidade),"(ev_1645)  Selecionado 
  ",ev_1645
ent_mariadagloribraga,Maria da Gloria Braga Horta,Brasil (Nacionalidade),"(ev_0725)  Selecionado 
  ",ev_0725
ent_mariadagracazachi,Maria da Graça Záchia Cerutti,Brasil (Nacionalidade),"(ev_0725)  Selecionado 
  ",ev_0725
ent_mariadekahn,María de Kahn,El Salvador (Nacionalidade),"(ev_1578)  Representação Nacional 
 > El Salvador  (Eventos➔18 Bienal de São Paulo➔Núcleo I )",ev_1578
ent_mariadelourdes,Maria de Lourdes,Brasil (Nacionalidade),"(ev_0725)  Selecionado 
  ",ev_0725
ent_mariadocarmosecco,Maria do Carmo Secco,Brasil (Nacionalidade),"(ev_1175)  Selecionado 
   (Eventos➔08 Bienal de São Paulo➔Sala Geral ); (ev_1226)  Selecionado 
   (Eventos➔09 Bienal de São Paulo➔Sala Geral ); (ev_1746)  Selecionado 
  ",ev_1175; ev_1226; ev_1746; ev_1226
